"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
1097099;"Germany";"Tanzania";"5";"282";"LDCs";0.0247157;-0.0;"STRENGTHENING OF THE RELATIONSHIP OF HAMBURG WITH DAR ES SALAAM";"City State of Hamburg";"11";"140";"Strengthening of the relationship of Hamburg with Dar es Salaam";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"City State of Hamburg";"2014-01-01";"2014-12-31";"Strengthening of the relationship of Hamburg with Dar es Salaam, representative of Hanburg in Dar es Salaam";"2014-01-01";0.0;0.0;49959822.0;947300.0
1104324;"Germany";"Bolivia";"5";"428";"LMICs";5.35853;-0.0;"PROGRAMME FOR SUSTAINABLE DRINKING WATER AND SANITARY SERVICES IN SUB-URBAN AREAS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Programme for sustainable drinking water and sanitary services in sub-urban areas";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2012-10-22";"2016-06-30";"Access an Quality of drinking water supply and sanitation is improved especially in sub-urban areas.";"2014-12-31";0.0;0.0;10706517.0;1098580.0
1143406;"Germany";"Burundi";"5";"228";"LDCs";11.8386;-0.0;"SECTOR PROGRAM WATER AND SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"sector program water and sanitation";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2013-01-08";"2017-12-31";"The legal, institutional and organizational framework for the water and sanitation sector institutions are improved";"2014-12-31";0.0;0.0;9844297.0;27830.0
1167543;"Germany";"Uganda";"5";"285";"LDCs";0.211114;-0.0;"RUHUNGA WATER PROJECT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Ruhunga Water Project";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-07-01";"2017-06-30";"Ruhunga Water Project";"2015-08-05";0.0;0.0;38225453.0;241550.0
1167550;"Germany";"Uganda";"5";"285";"LDCs";0.208242;-0.0;"COMMUNITY BASED SELF-HELP INITIATIVES TO FOSTER ACCESS TO DRINKING WATER AND IMPROVE SANITARY CONDITIONS IN FORT PORTAL, UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Community based self-help initiatives to foster access to drinking water and improve sanitary conditions in Fort Portal, Uganda";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-02-01";"2017-01-31";"Bekämpfung von Infektionskrankheiten durch Vermeidung von offener Defäkation und durch Verbesserung der Wasserversorgung in den ländlichen Gemeinden Bufunjo und Kyarusozi";"2015-02-11";0.0;0.0;38225453.0;241550.0
1167551;"Germany";"Uganda";"5";"285";"LDCs";0.926063;-0.0;"INTEGRATED WATER DEVELOPMENT IN DROUGHT AFFECTED AREAS OF KALAWI, NAPAK AND AMUSIA DISTRICTS, UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated water development in drought affected areas of Kalawi, Napak and Amusia Districts, Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-03-01";"2018-02-28";"Wasser- und Sanitärversorgung für Dürre geschädigte Regionen der Distrikte Katawi, Napak und Amuria";"2015-03-19";0.0;0.0;38225453.0;241550.0
1167552;"Germany";"Uganda";"5";"285";"LDCs";0.741095;-0.0;"BASIC DRINKING WATER SUPPLY, SANITATION AND HYGIENE IN URBAN POOR AREAS OF LUBAGA UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply, sanitation and hygiene in urban poor areas of lubaga Uganda";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-04-01";"2018-03-31";"Wasserversorgung, Hygienemaßnahmen und Umweltmanagement im städtischen Armenviertel von Lubaga, Uganda";"2015-03-19";0.0;0.0;38225453.0;241550.0
1167582;"Germany";"Uganda";"5";"285";"LDCs";28.1739;-0.0;"INTEGRATED PROGRAMM TO IMPROVE THE LIVING CONDITIONS (IPILC) IN GULU";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Programm to improve the living conditions (IPILC) in Gulu";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-12-04";"2018-12-03";"Integrated Programm to improve the living conditions (IPILC) in Gulu";"2015-12-04";0.0;0.0;38225453.0;241550.0
1177262;"Germany";"Ethiopia";"5";"238";"LDCs";0.452917;-0.0;"WATER SUPPLY SYSTEM FOR RURAL TOWNS LIMI & ROBITE - WOREDA WOGIDI, ETHIOPIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Supply System for Rural Towns Limi & Robite - Woreda Wogidi, Ethiopia";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-10-01";"2016-12-31";"Water Supply System for Rural Towns Limi & Robite - Woreda Wogidi, Ethiopia";"2015-09-29";1090.8;896.4000000000001;100835458.0;1104300.0
1184119;"Germany";"Lebanon";"5";"555";"UMICs";0.014550200000000001;-0.0;"INSTITUTIONAL SUPPORT FOR THE WATER SECTOR";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Institutional Support for the Water Sector";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2011-04-14";"2013-12-31";"Services on water supply and effluent disposal in Lebanon are improved";"2015-12-31";0.0;0.0;6532678.0;10450.0
1184124;"Germany";"Lebanon";"5";"555";"UMICs";4.8998;-0.0;"BASE CARE OF SYRIAN REFUGEE S FAMILIES AND TAKING UP MUNICIPALITIES IN LEBANON (WATER AND SEWAGE)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Base care of Syrian refugee s families and taking up municipalities in Lebanon (water and sewage)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2015-09-01";"2018-08-31";"Base care of Syrian refugee`s families and taking up municipalities in Lebanon (water and sewage)";"2015-12-18";0.0;0.0;6532678.0;10450.0
1190395;"Germany";"Egypt";"5";"142";"LMICs";0.288946;-0.0;"WATER FOR LIFE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water for Life";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2015-05-01";"2016-12-31";"Water for Life";"2015-07-01";0.0;0.0;92442547.0;1001450.0
1190478;"Germany";"Egypt";"5";"142";"LMICs";0.119118;-0.0;"COOPERATION WITH FOREIGN RESEARCH INSTITUTIONS (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Cooperation with foreign research institutions (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2014-08-01";"2016-07-31";"Development of water desalination using hybrid systems - Capacity building in the field of education and research";"2015-12-31";0.0;0.0;92442547.0;1001450.0
1190485;"Germany";"Egypt";"5";"142";"LMICs";0.122493;-0.0;"COOPERATION WITH FOREIGN RESEARCH INSTITUTIONS (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Cooperation with foreign research institutions (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2014-08-01";"2016-03-31";"EWA Egypt - Opportunities for improving the availability of water in Egypt - Capacity building in the field of education and research";"2015-12-31";0.0;0.0;92442547.0;1001450.0
1190493;"Germany";"Egypt";"5";"142";"LMICs";7.3497;-0.0;"WATER MANAGEMENT REFORM PROGRAMME";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Management Reform Programme";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2015-06-15";"2017-12-31";"The Egyptian Ministry of Water Resources and Irrigation and for Agriculture and Land Reclama-tion, Water User and farmers' organisations implement optimised integrated water resources management procedures in irrigated agriculture.";"2015-06-15";0.0;0.0;92442547.0;1001450.0
1190494;"Germany";"Egypt";"5";"142";"LMICs";7.3497;-0.0;"CP - WATER SUPPLY AND WASTEWATER MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"CP - Water Supply and Wastewater Management";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2015-06-19";"2018-02-28";"Water supply and wastewater management ser-vices in Egypt are improved.";"2015-06-19";0.0;0.0;92442547.0;1001450.0
1191882;"Germany";"Bangladesh";"5";"666";"LDCs";0.173549;-0.0;"WATSAN HYGIENE PROGRAM WITH LATRINES AND WATER WELLS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Watsan hygiene program with latrines and water wells";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-07-01";"2017-06-30";"Watsan hygiene program with latrines and water wells";"2015-07-06";0.0;0.0;156256276.0;147630.0
1191927;"Germany";"Bangladesh";"5";"666";"LDCs";0.038303;-0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2014-10-01";"2016-09-30";"Characterization and modelling of salt water intrusion in the coastal areas of Bangladesh - Capacity building in the field of education and research";"2015-12-31";0.0;0.0;156256276.0;147630.0
1195621;"Germany";"Tanzania";"5";"282";"LDCs";0.010629000000000001;-0.0;"STRENGTHENING OF THE RELATIONSHIP OF HAMBURG WITH DAR ES SALAAM";"City State of Hamburg";"11";"140";"Strengthening of the relationship of Hamburg with Dar es Salaam";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"City State of Hamburg";"2015-01-01";"2015-12-31";"Strengthening of the relationship of Hamburg with Dar es Salaam (water project)";"2015-01-01";0.0;0.0;51482633.0;947300.0
1195623;"Germany";"Tanzania";"5";"282";"LDCs";0.790795;-0.0;"CONSTRUCTION OF A COMPOSTING FACILITY FOR MARKET WASTE IN DAR ES SALAAM (KINONDONI MUNICIPAL COUNCIL)";"City State of Hamburg";"11";"140";"Construction of a composting facility for market waste in Dar es Salaam (Kinondoni Municipal Council)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"City State of Hamburg";"2015-01-01";"2017-12-31";"Composting in Tansania";"2015-12-31";0.0;0.0;51482633.0;947300.0
1195627;"Germany";"Tanzania";"5";"282";"LDCs";0.00612475;-0.0;"CONSTRUCTION OF SIX WATER TANKS IN THE KARAGWE DIOCESE IN TANZANIA";"Federal State of Rhineland-Palatinate";"11";"140";"Construction of six water tanks in the Karagwe Diocese in Tanzania";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-01-01";"2015-12-31";"Construction of six water tanks in the Karagwe Diocese in Tanzania";"2015-12-31";0.0;0.0;51482633.0;947300.0
1195630;"Germany";"Tanzania";"5";"282";"LDCs";8.57465;-0.0;"PROGRAM DEVELOPMENT OF THE WATER SECTOR PHASE IV -";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Program development of the water sector Phase IV -";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-12-21";"2018-12-20";"To win appropriate water suppliers for their use of commercial loans by local banks for the improvement of water supply and sanitation.";"2015-12-21";0.0;0.0;51482633.0;947300.0
1195631;"Germany";"Tanzania";"5";"282";"LDCs";12.2495;-0.0;"PROGRAM MUNICIPAL WATER /SANITATION (7 CITIES UPGRADING PROGRAM)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Program municipal water /sanitation (7 Cities Upgrading Program)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-12-21";"2018-12-20";"The aim of the project is to improve the drinking water supply in the cities of Babati and Mtwara and the further improvement of sanitation .";"2015-12-21";0.0;0.0;51482633.0;947300.0
1221914;"Germany";"Kenya";"5";"248";"LMICs";0.167255;-0.0;"WATER AND SANITATION SUPPORT PROJECT, KENIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and Sanitation Support Project, Kenia";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-03-01";"2016-08-31";"Water and Sanitation Support Project, Kenia";"2015-04-29";0.0;0.0;47878336.0;580370.0
1221925;"Germany";"Kenya";"5";"248";"LMICs";0.881964;-0.0;"CLIMATE CHANGE ADAPTATION AND RESOURCE CONSERVATION OF SEMI-NOMADIC PASTORALISTS BY IN ARID TO SEMI-ARID NORTHERN KENYA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Climate change adaptation and resource conservation of semi-nomadic pastoralists by in arid to semi-arid Northern Kenya";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2016-01-01";"2018-12-31";"Climate change adaptation and resource conservation of semi-nomadic pastoralists by in arid to semi-arid Northern Kenya";"2015-12-04";0.0;0.0;47878336.0;580370.0
1221981;"Germany";"Kenya";"5";"248";"LMICs";10.4121;-0.0;"DEVELOPMENT OF THE WATER AND SANITATION SECTOR - WSTF III";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Development of the water and sanitation sector - WSTF III";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-02-26";"2018-02-25";"Development of the water and sanitation sector - Water Services Trust Fund, Phase III";"2015-02-26";0.0;0.0;47878336.0;580370.0
1221983;"Germany";"Kenya";"5";"248";"LMICs";34.2986;-0.0;"WATER AND SANITATION PROGRAM FOR (PERI-)URBAN GROWTH AREAS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Water and sanitation program for (peri-)urban growth areas";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-09-28";"2018-09-27";"Water and sanitation program for (peri-)urban growth areas";"2015-09-28";0.0;0.0;47878336.0;580370.0
1240523;"Germany";"Bolivia";"5";"428";"LMICs";24.499000000000002;-0.0;"WASSERVERSORGUNG SUCRE III";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Wasserversorgung SUCRE III";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-06-24";"2018-06-23";"Investitionen und Consuitingieistungen zur Sicherstellung und Erweiterung des Trinkwasserdargebots für die Stadt Sucre";"2015-06-24";0.0;0.0;10869730.0;1098580.0
1240524;"Germany";"Bolivia";"5";"428";"LMICs";1.22495;-0.0;"WATER AND SANITATION GUADALQUIVIR ( BM )";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and sanitation Guadalquivir ( BM )";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-09-24";"2018-09-23";"Water suppliers involved in the project   water supply and sanitation Guadalquivir   to strengthen the institutional, administrative and operational .";"2015-09-24";0.0;0.0;10869730.0;1098580.0
